sid	stype	description	context	celltype	controlsra	treatmentsra	date	missingtreatmentsra	missingcontrolsra	category	platform	accession	species	ptype	drug	gene
132	CD	To quantitative analysis of transcriptome changes caused by lnc-OPC knockdown during OPC differentiation from NSC lentivirus-based short hairpin RNAs were used to knockdown the lnc-OPC expression in a neural stem cell culture . Subsequently puromycin-selected NSCs were differentiated to OPC in culture for three days.RNA-Seq was performed on the polyadenylated fraction of RNA isolated from cell samples. DEseq was used for differential gene expression analysis caused by lnc-OPC knockdown. GO functional term enrichment analysis of differential gene expression caused by lnc-OPC knockdown revealed significant enrichment of \\\\x89\\\\xdb\\\\xf7oligodendrocyte development\\\\x89\\\\xdb\\\\xaa \\\\x89\\\\xdb\\\\xf7oligodendrocyte differentiation\\\\x89\\\\xdb\\\\xaa \\\\x89\\\\xdb\\\\xf7glia cell development\\\\x89\\\\xdb\\\\xaa and \\\\x89\\\\xdb\\\\xf7axon ensheathment\\\\x89\\\\xdb\\\\xaa terms that are associated with oligodendrogenesis.	gene	Cerebral Cortex	GSM1924871,GSM1924872	GSM1924873,GSM1924874	2017-01-04 00:21:26			gene	GPL13112	GSE74647	Mus musculus	Knockdown		OPC
133	CD	Conditional knockout of the transcription factor Ronin (Thap11) in retinal progenitor cells (RPCs) results in a profound failure cell proliferation resulting in a hypoplastic adult retina that also suffers from photoreceptor degeneration. The goal of this study was to determine which genes are deregulated in response to loss of Ronin transcription factor activity in the developing retina. We generated Ronin flox/flox (Control) and Chx10-Cre::GFP+/tg; Ronin flox/flox (CKO) mice in which Ronin loss occurs specifically within RPCs and performed RNA-Seq analysis of embryonic day E14.5 (E14.5) retinae. Three independent pools of control and Ronin CKO retinae were collected consisting of a minimum of 10 retinae per pool and total RNA was extracted followed by polyA selection fractionation (200-500 nucleotide range) and generation of cDNA. The resulting DNA was then used for standard Illumina adaptor ligation and sequencing. This experiment revealed decreased expression of a large group of mitochondrial genes including components of the electron transport chain (ETC) which have been recently implicated as direct regulators of the cell cycle.	gene	Retina	GSM1936018,GSM1936019,GSM1936020	GSM1936021,GSM1936022,GSM1936023	2017-01-04 00:21:31			gene	GPL17021	GSE74822	Mus musculus	Knockout		Thap11
134	CD	After characterizing super-enhancer-associated chromatin dynamics accompanied by malignant progression of skin stem cells we show that ETS family members auto-regulate themselves and a cohort of cancer-associated super-enhancer transcription factors which together are essential for tumor maintenance.	gene	Skin	GSM1936799,GSM1936800	GSM1936801,GSM1936802	2017-01-04 00:21:38			gene	GPL13112	GSE74868	Mus musculus	Overexpression		ETS2
135	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Astrocyte	GSM1955066,GSM1955047,GSM1955011,GSM1955050	GSM1955022,GSM1955038,GSM1955042	2017-01-04 00:21:43			gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
136	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Astrocyte	GSM1955051,GSM1955063,GSM1955033,GSM1955030	GSM1955055,GSM1955054,GSM1955012,GSM1955018,GSM1955020	2017-01-04 00:21:50		GSM1955016	gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
137	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Microglia	GSM1955013,GSM1955053,GSM1955028,GSM1955060	GSM1955048,GSM1955035,GSM1955036,GSM1955031	2017-01-04 00:21:56			gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
138	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Microglia	GSM1955056,GSM1955023,GSM1955064,GSM1955065,GSM1955037	GSM1955041,GSM1955067,GSM1955059,GSM1955039,GSM1955025	2017-01-04 00:22:02			gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
139	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Neuron	GSM1955066,GSM1955047,GSM1955011,GSM1955050	GSM1955022,GSM1955038,GSM1955042	2017-01-04 00:22:06			gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
140	CD	Mice of indicated ages and genotypes were perfused and their brains dissected and dissociated. Cells were fixed immunolabeled and FACS sorted. RNA was extracted from neuron astrocyte and microglial cell populations. Typical RIN=4-5 for neurons 6-8 for astrocytes and 5-7 for microglia. Typical RNA yields ~100ng for neurons ~20ng for microglia and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen\\\\x89\\\\xdb\\\\xaas RNA-Seq method for low-input RNA samples Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions total RNA was neither depleted of rRNA nor polyA-selected.) 1 \\\\xeb_g of sheared cDNA was taken into further processing starting at end repair step using Illumina\\\\x89\\\\xdb\\\\xaas TruSeq RNA Sample Preparation Kit v2 (Illumina). The SAMPLE_ID sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentechs ExpressionPlot database is PRJ0006149)	gene	Neuron	GSM1955069,GSM1955061,GSM1955027,GSM1955062,GSM1955052,GSM1955032,GSM1955034	GSM1955021,GSM1955068,GSM1955015,GSM1955040,GSM1955070	2017-01-04 00:22:14			gene	GPL17021	GSE75431	Mus musculus	Transgenic		PS2APP
141	CD	miRNAs regulate the expression of its targets genes by promoting mRNA degradation and translational repression. The goal of this study is to perform RNA-Seq in control or miR-148a-expressing WEHI-231 cell lines for the identification of miR-148a target genes.	gene	B lymphocytes	GSM1968241,GSM1968245	GSM1968242,GSM1968246	2017-01-04 00:22:17			gene	GPL13112	GSE75809	Mus musculus	??????		miR-148a
142	CD	Kidneys of Dkk3-/- and C57Bl/6 mice were harvested 7 days after UUO. Total RNA was isolated and each Sample was prepared as a 10-plex, which was sequenced on three lanes. HiSeq 2000 50bp SR run was used.	gene	Kidney	GSM1970290,GSM1970291,GSM1970292	GSM1970287,GSM1970288,GSM1970289	2017-01-04 00:22:25			gene	GPL13112	GSE75925	Mus musculus	knockout		DKK3
